5658,5,SAN JOSÉ DE LA MONTAÑA
5659,5,SAN JUAN DE URABÁ
5660,5,SAN LUIS
5664,5,SAN PEDRO DE LOS MILAGROS
5665,5,SAN PEDRO DE URABA
5667,5,SAN RAFAEL
5670,5,SAN ROQUE
5674,5,SAN VICENTE
5679,5,SANTA BÁRBARA
5686,5,SANTA ROSA DE OSOS
5042,5,SANTAFÉ DE ANTIOQUIA
5690,5,SANTO DOMINGO
5736,5,SEGOVIA
5756,5,SONSON
5761,5,SOPETRÁN
5789,5,TÁMESIS
5790,5,TARAZÁ
5792,5,TARSO
5809,5,TITIRIBÍ
5819,5,TOLEDO
5837,5,TURBO
5842,5,URAMITA
5847,5,URRAO
5854,5,VALDIVIA
5856,5,VALPARAÍSO
5858,5,VEGACHÍ
5861,5,VENECIA
5873,5,VIGÍA DEL FUERTE
5885,5,YALÍ
5887,5,YARUMAL
5890,5,YOLOMBÓ
5893,5,YONDÓ
5895,5,ZARAGOZA
81001,81,ARAUCA
81065,81,ARAUQUITA
81220,81,CRAVO NORTE
81300,81,FORTUL
81591,81,PUERTO RONDÓN
81736,81,SARAVENA
81794,81,TAME
88564,88,PROVIDENCIA
88001,88,SAN ANDRÉS
8078,8,BARANOA
8001,8,BARRANQUILLA
8137,8,CAMPO DE LA CRUZ
8141,8,CANDELARIA
8296,8,GALAPA
8372,8,JUAN DE ACOSTA
8421,8,LURUACO
8433,8,MALAMBO
8436,8,MANATÍ
8520,8,PALMAR DE VARELA
8549,8,PIOJÓ
8558,8,POLONUEVO
8560,8,PONEDERA
8573,8,PUERTO COLOMBIA
8606,8,REPELÓN
8634,8,SABANAGRANDE
8638,8,SABANALARGA
8675,8,SANTA LUCÍA
8685,8,SANTO TOMÁS
8758,8,SOLEDAD
8770,8,SUAN
8832,8,TUBARÁ
8849,8,USIACURÍ
11001,11,BOGOTÁ D.C.
13006,13,ACHÍ
13030,13,ALTOS DEL ROSARIO
13042,13,ARENAL
13052,13,ARJONA
13062,13,ARROYOHONDO
13074,13,BARRANCO DE LOBA
13140,13,CALAMAR
13160,13,CANTAGALLO
13001,13,CARTAGENA
13188,13,CICUCO
13222,13,CLEMENCIA
13212,13,CÓRDOBA
13244,13,EL CARMEN DE BOLÍVAR
13248,13,EL GUAMO
13268,13,EL PEÑÓN
13300,13,HATILLO DE LOBA
13430,13,MAGANGUÉ
13433,13,MAHATES
13440,13,MARGARITA
13442,13,MARÍA LA BAJA
13468,13,MOMPÓS
13458,13,MONTECRISTO
13473,13,MORALES
13549,13,PINILLOS
13580,13,REGIDOR
13600,13,RÍO VIEJO
13620,13,SAN CRISTÓBAL
13647,13,SAN ESTANISLAO
13650,13,SAN FERNANDO
13654,13,SAN JACINTO
13655,13,SAN JACINTO DEL CAUCA
13657,13,SAN JUAN NEPOMUCENO
13667,13,SAN MARTÍN DE LOBA
13670,13,SAN PABLO
13673,13,SANTA CATALINA
13683,13,SANTA ROSA
13688,13,SANTA ROSA DEL SUR
13744,13,SIMITÍ
13760,13,SOPLAVIENTO
13780,13,TALAIGUA NUEVO
13810,13,TIQUISIO
13836,13,TURBACO
13838,13,TURBANÁ
13873,13,VILLANUEVA
13894,13,ZAMBRANO
15022,15,ALMEIDA
15047,15,AQUITANIA
15051,15,ARCABUCO
15087,15,BELÉN
15090,15,BERBEO
15092,15,BETÉITIVA
15097,15,BOAVITA
15104,15,BOYACÁ
15106,15,BRICEÑO
15109,15,BUENAVISTA
15114,15,BUSBANZÁ
15131,15,CALDAS
15135,15,CAMPOHERMOSO
15162,15,CERINZA
15172,15,CHINAVITA
15176,15,CHIQUINQUIRÁ
15232,15,CHÍQUIZA
15180,15,CHISCAS
15183,15,CHITA
15185,15,CHITARAQUE
15187,15,CHIVATÁ
15236,15,CHIVOR
15189,15,CIÉNEGA
15204,15,CÓMBITA
15212,15,COPER
15215,15,CORRALES
15218,15,COVARACHÍA
15223,15,CUBARÁ
15224,15,CUCAITA
15226,15,CUÍTIVA
15238,15,DUITAMA
15244,15,EL COCUY
15248,15,EL ESPINO
15272,15,FIRAVITOBA
15276,15,FLORESTA
15293,15,GACHANTIVÁ
15296,15,GAMEZA
15299,15,GARAGOA
15317,15,GUACAMAYAS
15322,15,GUATEQUE
15325,15,GUAYATÁ
15332,15,GÜICÁN
15362,15,IZA
15367,15,JENESANO
15368,15,JERICÓ
15380,15,LA CAPILLA
15403,15,LA UVITA
15401,15,LA VICTORIA
15377,15,LABRANZAGRANDE
15425,15,MACANAL
15442,15,MARIPÍ
15455,15,MIRAFLORES
15464,15,MONGUA
15466,15,MONGUÍ
15469,15,MONIQUIRÁ
15476,15,MOTAVITA
15480,15,MUZO
15491,15,NOBSA
15494,15,NUEVO COLÓN
15500,15,OICATÁ
15507,15,OTANCHE
15511,15,PACHAVITA
15514,15,PÁEZ
15516,15,PAIPA
15518,15,PAJARITO
15522,15,PANQUEBA
15531,15,PAUNA
15533,15,PAYA
15537,15,PAZ DE RÍO
15542,15,PESCA
15550,15,PISBA
15572,15,PUERTO BOYACÁ
15580,15,QUÍPAMA
15599,15,RAMIRIQUÍ
15600,15,RÁQUIRA
15621,15,RONDÓN
15632,15,SABOYÁ
15638,15,SÁCHICA
15646,15,SAMACÁ
15660,15,SAN EDUARDO
15664,15,SAN JOSÉ DE PARE
15667,15,SAN LUIS DE GACENO
15673,15,SAN MATEO
15676,15,SAN MIGUEL DE SEMA
15681,15,SAN PABLO DE BORBUR
15690,15,SANTA MARÍA
15693,15,SANTA ROSA DE VITERBO
15696,15,SANTA SOFÍA
15686,15,SANTANA
15720,15,SATIVANORTE
15723,15,SATIVASUR
15740,15,SIACHOQUE
15753,15,SOATÁ
15757,15,SOCHA
15755,15,SOCOTÁ
15759,15,SOGAMOSO
15761,15,SOMONDOCO
15762,15,SORA
15764,15,SORACÁ
15763,15,SOTAQUIRÁ
15774,15,SUSACÓN
15776,15,SUTAMARCHÁN
15778,15,SUTATENZA
15790,15,TASCO
15798,15,TENZA
15804,15,TIBANÁ
15806,15,TIBASOSA
15808,15,TINJACÁ
15810,15,TIPACOQUE
15814,15,TOCA
15816,15,TOGÜÍ
15820,15,TÓPAGA
15822,15,TOTA
15001,15,TUNJA
15832,15,TUNUNGUÁ
15835,15,TURMEQUÉ
15837,15,TUTA
15839,15,TUTAZÁ
15842,15,UMBITA
15861,15,VENTAQUEMADA
15407,15,VILLA DE LEYVA
15879,15,VIRACACHÁ
15897,15,ZETAQUIRA
17013,17,AGUADAS
17042,17,ANSERMA
17050,17,ARANZAZU
17088,17,BELALCÁZAR
17174,17,CHINCHINÁ
17272,17,FILADELFIA
17380,17,LA DORADA
17388,17,LA MERCED
17001,17,MANIZALES
17433,17,MANZANARES
17442,17,MARMATO
17444,17,MARQUETALIA
17446,17,MARULANDA
17486,17,NEIRA
17495,17,NORCASIA
17513,17,PÁCORA
17524,17,PALESTINA
17541,17,PENSILVANIA
17614,17,RIOSUCIO
17616,17,RISARALDA
17653,17,SALAMINA
17662,17,SAMANÁ
17665,17,SAN JOSÉ
17777,17,SUPÍA
17867,17,VICTORIA
17873,17,VILLAMARÍA
17877,17,VITERBO
18029,18,ALBANIA
18094,18,BELÉN DE LOS ANDAQUÍES
18150,18,CARTAGENA DEL CHAIRÁ
18205,18,CURILLO
18247,18,EL DONCELLO
18256,18,EL PAUJIL
18001,18,FLORENCIA
18410,18,LA MONTAÑITA
18460,18,MILÁN
18479,18,MORELIA
18592,18,PUERTO RICO
18610,18,SAN JOSÉ DEL FRAGUA
18753,18,SAN VICENTE DEL CAGUÁN
18756,18,SOLANO
18785,18,SOLITA
18860,18,VALPARAÍSO
85010,85,AGUAZUL
85015,85,CHAMEZA
85125,85,HATO COROZAL
85136,85,LA SALINA
85139,85,MANÍ
85162,85,MONTERREY
85225,85,NUNCHÍA
85230,85,OROCUÉ
85250,85,PAZ DE ARIPORO
85263,85,PORE
85279,85,RECETOR
85300,85,SABANALARGA
85315,85,SÁCAMA
85325,85,SAN LUIS DE PALENQUE
85400,85,TÁMARA
85410,85,TAURAMENA
85430,85,TRINIDAD
85440,85,VILLANUEVA
85001,85,YOPAL
19022,19,ALMAGUER
19050,19,ARGELIA
19075,19,BALBOA
19100,19,BOLÍVAR
19110,19,BUENOS AIRES
19130,19,CAJIBÍO
19137,19,CALDONO
19142,19,CALOTO
19212,19,CORINTO
19256,19,EL TAMBO
19290,19,FLORENCIA
19300,19,GUACHENÉ
19318,19,GUAPI
19355,19,INZÁ
19364,19,JAMBALÓ
19392,19,LA SIERRA
19397,19,LA VEGA
19418,19,LÓPEZ
19450,19,MERCADERES
19455,19,MIRANDA
19473,19,MORALES
19513,19,PADILLA
19517,19,PAEZ
19532,19,PATÍA
19533,19,PIAMONTE
19548,19,PIENDAMÓ
19001,19,POPAYÁN
19573,19,PUERTO TEJADA
19585,19,PURACÉ
19622,19,ROSAS
19693,19,SAN SEBASTIÁN
19701,19,SANTA ROSA
19698,19,SANTANDER DE QUILICHAO
19743,19,SILVIA
19760,19,SOTARÁ
19780,19,SUÁREZ
19785,19,SUCRE
19807,19,TIMBÍO
19809,19,TIMBIQUÍ
19821,19,TORIBIO
19824,19,TOTORÓ
19845,19,VILLA RICA
20011,20,AGUACHICA
20013,20,AGUSTÍN CODAZZI
20032,20,ASTREA
20045,20,BECERRIL
20060,20,BOSCONIA
20175,20,CHIMICHAGUA
20178,20,CHIRIGUANÁ
20228,20,CURUMANÍ
20238,20,EL COPEY
20250,20,EL PASO
20295,20,GAMARRA
20310,20,GONZÁLEZ
20383,20,LA GLORIA
20400,20,LA JAGUA DE IBIRICO
20621,20,LA PAZ
20443,20,MANAURE
20517,20,PAILITAS
20550,20,PELAYA
20570,20,PUEBLO BELLO
20614,20,RÍO DE ORO
20710,20,SAN ALBERTO
20750,20,SAN DIEGO
20770,20,SAN MARTÍN
20787,20,TAMALAMEQUE
20001,20,VALLEDUPAR
27006,27,ACANDÍ
27025,27,ALTO BAUDÓ
27050,27,ATRATO
27073,27,BAGADÓ
27075,27,BAHÍA SOLANO
27077,27,BAJO BAUDÓ
27086,27,BELÉN DE BAJIRÁ
27099,27,BOJAYA
27150,27,CARMEN DEL DARIEN
27160,27,CÉRTEGUI
27205,27,CONDOTO
27135,27,EL CANTÓN DEL SAN PABLO
27245,27,EL CARMEN DE ATRATO
27250,27,EL LITORAL DEL SAN JUAN
27361,27,ISTMINA
27372,27,JURADÓ
27413,27,LLORÓ
27425,27,MEDIO ATRATO
27430,27,MEDIO BAUDÓ
27450,27,MEDIO SAN JUAN
27491,27,NÓVITA
27495,27,NUQUÍ
27001,27,QUIBDÓ
27580,27,RÍO IRÓ
27600,27,RÍO QUITO
27615,27,RIOSUCIO
27660,27,SAN JOSÉ DEL PALMAR
27745,27,SIPÍ
27787,27,TADÓ
27800,27,UNGUÍA
27810,27,UNIÓN PANAMERICANA
23068,23,AYAPEL
23079,23,BUENAVISTA
23090,23,CANALETE
23162,23,CERETÉ
23168,23,CHIMÁ
23182,23,CHINÚ
23189,23,CIÉNAGA DE ORO
23300,23,COTORRA
23350,23,LA APARTADA
23417,23,LORICA
23419,23,LOS CÓRDOBAS
23464,23,MOMIL
23466,23,MONTELÍBANO
23001,23,MONTERÍA
23500,23,MOÑITOS
23555,23,PLANETA RICA
23570,23,PUEBLO NUEVO
23574,23,PUERTO ESCONDIDO
23580,23,PUERTO LIBERTADOR
23586,23,PURÍSIMA
23660,23,SAHAGÚN
23670,23,SAN ANDRÉS SOTAVENTO
23672,23,SAN ANTERO
23675,23,SAN BERNARDO DEL VIENTO
23678,23,SAN CARLOS
23686,23,SAN PELAYO
23807,23,TIERRALTA
23855,23,VALENCIA
25001,25,AGUA DE DIOS
25019,25,ALBÁN
25035,25,ANAPOIMA
25040,25,ANOLAIMA
25599,25,APULO
25053,25,ARBELÁEZ
25086,25,BELTRÁN
25095,25,BITUIMA
25099,25,BOJACÁ
25120,25,CABRERA
25123,25,CACHIPAY
25126,25,CAJICÁ
25148,25,CAPARRAPÍ
25151,25,CAQUEZA
25154,25,CARMEN DE CARUPA
25168,25,CHAGUANÍ
25175,25,CHÍA
25178,25,CHIPAQUE
25181,25,CHOACHÍ
25183,25,CHOCONTÁ
25200,25,COGUA
25214,25,COTA
25224,25,CUCUNUBÁ
25245,25,EL COLEGIO
25258,25,EL PEÑÓN
25260,25,EL ROSAL
25269,25,FACATATIVÁ
25279,25,FOMEQUE
25281,25,FOSCA
25286,25,FUNZA
25288,25,FÚQUENE
25290,25,FUSAGASUGÁ
25293,25,GACHALA
25295,25,GACHANCIPÁ
25297,25,GACHETÁ
25299,25,GAMA
25307,25,GIRARDOT
25312,25,GRANADA
25317,25,GUACHETÁ
25320,25,GUADUAS
25322,25,GUASCA
25324,25,GUATAQUÍ
25326,25,GUATAVITA
25328,25,GUAYABAL DE SIQUIMA
25335,25,GUAYABETAL
25339,25,GUTIÉRREZ
25368,25,JERUSALÉN
25372,25,JUNÍN
25377,25,LA CALERA
25386,25,LA MESA
25394,25,LA PALMA
25398,25,LA PEÑA
25402,25,LA VEGA
25407,25,LENGUAZAQUE
25426,25,MACHETA
25430,25,MADRID
25436,25,MANTA
25438,25,MEDINA
25473,25,MOSQUERA
25483,25,NARIÑO
25486,25,NEMOCÓN
25488,25,NILO
25489,25,NIMAIMA
25491,25,NOCAIMA
25513,25,PACHO
25518,25,PAIME
25524,25,PANDI
25530,25,PARATEBUENO
25535,25,PASCA
25572,25,PUERTO SALGAR
25580,25,PULÍ
25592,25,QUEBRADANEGRA
25594,25,QUETAME
25596,25,QUIPILE
25612,25,RICAURTE
25645,25,SAN ANTONIO DEL TEQUENDAMA
25649,25,SAN BERNARDO
25653,25,SAN CAYETANO
25658,25,SAN FRANCISCO
25662,25,SAN JUAN DE RÍO SECO
25718,25,SASAIMA
25736,25,SESQUILÉ
25740,25,SIBATÉ
25743,25,SILVANIA
25745,25,SIMIJACA
25754,25,SOACHA
25758,25,SOPÓ
25769,25,SUBACHOQUE
25772,25,SUESCA
25777,25,SUPATÁ
25779,25,SUSA
25781,25,SUTATAUSA
25785,25,TABIO
25793,25,TAUSA
25797,25,TENA
25799,25,TENJO
25805,25,TIBACUY
25807,25,TIBIRITA
25815,25,TOCAIMA
25817,25,TOCANCIPÁ
25823,25,TOPAIPÍ
25839,25,UBALÁ
25841,25,UBAQUE
25845,25,UNE
25851,25,ÚTICA
25506,25,VENECIA
25862,25,VERGARA
25867,25,VIANÍ
25843,25,VILLA DE SAN DIEGO DE UBATE
25871,25,VILLAGÓMEZ
25873,25,VILLAPINZÓN
25875,25,VILLETA
25878,25,VIOTÁ
25885,25,YACOPÍ
25898,25,ZIPACÓN
25899,25,ZIPAQUIRÁ
94343,94,BARRANCO MINAS
94886,94,CACAHUAL
94001,94,INÍRIDA
94885,94,LA GUADALUPE
94663,94,MAPIRIPANA
94888,94,MORICHAL
94887,94,PANA PANA
94884,94,PUERTO COLOMBIA
94883,94,SAN FELIPE
95015,95,CALAMAR
95025,95,EL RETORNO
95200,95,MIRAFLORES
95001,95,SAN JOSÉ DEL GUAVIARE
41006,41,ACEVEDO
41013,41,AGRADO
41016,41,AIPE
41020,41,ALGECIRAS
41026,41,ALTAMIRA
41078,41,BARAYA
41132,41,CAMPOALEGRE
41206,41,COLOMBIA
41244,41,ELÍAS
41298,41,GARZÓN
41306,41,GIGANTE
41319,41,GUADALUPE
41349,41,HOBO
41357,41,IQUIRA
41359,41,ISNOS
41378,41,LA ARGENTINA
41396,41,LA PLATA
41483,41,NÁTAGA
41001,41,NEIVA
41503,41,OPORAPA
41518,41,PAICOL
41524,41,PALERMO
41530,41,PALESTINA
41548,41,PITAL
41551,41,PITALITO
41615,41,RIVERA
41660,41,SALADOBLANCO
41668,41,SAN AGUSTÍN
41676,41,SANTA MARÍA
41770,41,SUAZA
41791,41,TARQUI
41799,41,TELLO
41801,41,TERUEL
41797,41,TESALIA
41807,41,TIMANÁ
41872,41,VILLAVIEJA
41885,41,YAGUARÁ
44035,44,ALBANIA
44078,44,BARRANCAS
44090,44,DIBULLA
44098,44,DISTRACCIÓN
44110,44,EL MOLINO
44279,44,FONSECA
44378,44,HATO NUEVO
44420,44,LA JAGUA DEL PILAR
44430,44,MAICAO
44560,44,MANAURE
44001,44,RIOHACHA
44650,44,SAN JUAN DEL CESAR
44847,44,URIBIA
44855,44,URUMITA
44874,44,VILLANUEVA
47030,47,ALGARROBO
47053,47,ARACATACA
47058,47,ARIGUANÍ
47161,47,CERRO SAN ANTONIO
47170,47,CHIBOLO
47189,47,CIÉNAGA
47205,47,CONCORDIA
47245,47,EL BANCO
47258,47,EL PIÑON
47268,47,EL RETÉN
47288,47,FUNDACIÓN
47318,47,GUAMAL
47460,47,NUEVA GRANADA
47541,47,PEDRAZA
47545,47,PIJIÑO DEL CARMEN
47551,47,PIVIJAY
47555,47,PLATO
47570,47,PUEBLOVIEJO
47605,47,REMOLINO
47660,47,SABANAS DE SAN ANGEL
47675,47,SALAMINA
47692,47,SAN SEBASTIÁN DE BUENAVISTA
47703,47,SAN ZENÓN
47707,47,SANTA ANA
47720,47,SANTA BÁRBARA DE PINTO
47001,47,SANTA MARTA
47745,47,SITIONUEVO
47798,47,TENERIFE
47960,47,ZAPAYÁN
47980,47,ZONA BANANERA
50006,50,ACACÍAS
50110,50,BARRANCA DE UPÍA
50124,50,CABUYARO
50150,50,CASTILLA LA NUEVA
50223,50,CUBARRAL
50226,50,CUMARAL
50245,50,EL CALVARIO
50251,50,EL CASTILLO
50270,50,EL DORADO
50287,50,FUENTE DE ORO
50313,50,GRANADA
50318,50,GUAMAL
50350,50,LA MACARENA
50400,50,LEJANÍAS
50325,50,MAPIRIPÁN
50330,50,MESETAS
50450,50,PUERTO CONCORDIA
50568,50,PUERTO GAITÁN
50577,50,PUERTO LLERAS
50573,50,PUERTO LÓPEZ
50590,50,PUERTO RICO
50606,50,RESTREPO
50680,50,SAN CARLOS DE GUAROA
50683,50,SAN JUAN DE ARAMA
50686,50,SAN JUANITO
50689,50,SAN MARTÍN
50370,50,URIBE
50001,50,VILLAVICENCIO
50711,50,VISTA HERMOSA
52019,52,ALBÁN
52022,52,ALDANA
52036,52,ANCUYÁ
52051,52,ARBOLEDA
52079,52,BARBACOAS
52083,52,BELÉN
52110,52,BUESACO
52240,52,CHACHAGÜÍ
52203,52,COLÓN
52207,52,CONSACA
52210,52,CONTADERO
52215,52,CÓRDOBA
52224,52,CUASPUD
52227,52,CUMBAL
52233,52,CUMBITARA
52250,52,EL CHARCO
52254,52,EL PEÑOL
52256,52,EL ROSARIO
52258,52,EL TABLÓN DE GÓMEZ
52260,52,EL TAMBO
52520,52,FRANCISCO PIZARRO
52287,52,FUNES
52317,52,GUACHUCAL
52320,52,GUAITARILLA
52323,52,GUALMATÁN
52352,52,ILES
52354,52,IMUÉS
52356,52,IPIALES
52378,52,LA CRUZ
52381,52,LA FLORIDA
52385,52,LA LLANADA
52390,52,LA TOLA
52399,52,LA UNIÓN
52405,52,LEIVA
52411,52,LINARES
52418,52,LOS ANDES
52427,52,MAGÜI
52435,52,MALLAMA
52473,52,MOSQUERA
52480,52,NARIÑO
52490,52,OLAYA HERRERA
52506,52,OSPINA
52001,52,PASTO
52540,52,POLICARPA
52560,52,POTOSÍ
52565,52,PROVIDENCIA
52573,52,PUERRES
52585,52,PUPIALES
52612,52,RICAURTE
52621,52,ROBERTO PAYÁN
52678,52,SAMANIEGO
52835,52,SAN ANDRES DE TUMACO
52685,52,SAN BERNARDO
52687,52,SAN LORENZO
52693,52,SAN PABLO
52694,52,SAN PEDRO DE CARTAGO
52683,52,SANDONÁ
52696,52,SANTA BÁRBARA
52699,52,SANTACRUZ
52720,52,SAPUYES
52786,52,TAMINANGO
52788,52,TANGUA
52838,52,TÚQUERRES
52885,52,YACUANQUER
54003,54,ABREGO
54051,54,ARBOLEDAS
54099,54,BOCHALEMA
54109,54,BUCARASICA
54128,54,CACHIRÁ
54125,54,CÁCOTA
54172,54,CHINÁCOTA
54174,54,CHITAGÁ
54206,54,CONVENCIÓN
54001,54,CÚCUTA
54223,54,CUCUTILLA
54239,54,DURANIA
54245,54,EL CARMEN
54250,54,EL TARRA
54261,54,EL ZULIA
54313,54,GRAMALOTE
54344,54,HACARÍ
54347,54,HERRÁN
54385,54,LA ESPERANZA
54398,54,LA PLAYA
54377,54,LABATECA
54405,54,LOS PATIOS
54418,54,LOURDES
54480,54,MUTISCUA
54498,54,OCAÑA
54518,54,PAMPLONA
54520,54,PAMPLONITA
54553,54,PUERTO SANTANDER
54599,54,RAGONVALIA
54660,54,SALAZAR
54670,54,SAN CALIXTO
54673,54,SAN CAYETANO
54680,54,SANTIAGO
54720,54,SARDINATA
54743,54,SILOS
54800,54,TEORAMA
54810,54,TIBÚ
54820,54,TOLEDO
54871,54,VILLA CARO
54874,54,VILLA DEL ROSARIO
86219,86,COLÓN
86573,86,LEGUÍZAMO
86001,86,MOCOA
86320,86,ORITO
86568,86,PUERTO ASÍS
86569,86,PUERTO CAICEDO
86571,86,PUERTO GUZMÁN
86755,86,SAN FRANCISCO
86757,86,SAN MIGUEL
86760,86,SANTIAGO
86749,86,SIBUNDOY
86865,86,VALLE DEL GUAMUEZ
86885,86,VILLAGARZÓN
63001,63,ARMENIA
63111,63,BUENAVISTA
63130,63,CALARCA
63190,63,CIRCASIA
63212,63,CÓRDOBA
63272,63,FILANDIA
63302,63,GÉNOVA
63401,63,LA TEBAIDA
63470,63,MONTENEGRO
63548,63,PIJAO
63594,63,QUIMBAYA
63690,63,SALENTO
66045,66,APÍA
66075,66,BALBOA
66088,66,BELÉN DE UMBRÍA
66170,66,DOSQUEBRADAS
66318,66,GUÁTICA
66383,66,LA CELIA
66400,66,LA VIRGINIA
66440,66,MARSELLA
66456,66,MISTRATÓ
66001,66,PEREIRA
66572,66,PUEBLO RICO
66594,66,QUINCHÍA
66682,66,SANTA ROSA DE CABAL
66687,66,SANTUARIO
68013,68,AGUADA
68020,68,ALBANIA
68051,68,ARATOCA
68077,68,BARBOSA
68079,68,BARICHARA
68081,68,BARRANCABERMEJA
68092,68,BETULIA
68101,68,BOLÍVAR
68001,68,BUCARAMANGA
68121,68,CABRERA
68132,68,CALIFORNIA
68147,68,CAPITANEJO
68152,68,CARCASÍ
68160,68,CEPITÁ
68162,68,CERRITO
68167,68,CHARALÁ
68169,68,CHARTA
68176,68,CHIMA
68179,68,CHIPATÁ
68190,68,CIMITARRA
68207,68,CONCEPCIÓN
68209,68,CONFINES
68211,68,CONTRATACIÓN
68217,68,COROMORO
68229,68,CURITÍ
68235,68,EL CARMEN DE CHUCURÍ
68245,68,EL GUACAMAYO
68250,68,EL PEÑÓN
68255,68,EL PLAYÓN
68264,68,ENCINO
68266,68,ENCISO
68271,68,FLORIÁN
68276,68,FLORIDABLANCA
68296,68,GALÁN
68298,68,GAMBITA
68307,68,GIRÓN
68318,68,GUACA
68320,68,GUADALUPE
68322,68,GUAPOTÁ
68324,68,GUAVATÁ
68327,68,GÜEPSA
68344,68,HATO
68368,68,JESÚS MARÍA
68370,68,JORDÁN
68377,68,LA BELLEZA
68397,68,LA PAZ
68385,68,LANDÁZURI
68406,68,LEBRIJA
68418,68,LOS SANTOS
68425,68,MACARAVITA
68432,68,MÁLAGA
68444,68,MATANZA
68464,68,MOGOTES
68468,68,MOLAGAVITA
68498,68,OCAMONTE
68500,68,OIBA
68502,68,ONZAGA
68522,68,PALMAR
68524,68,PALMAS DEL SOCORRO
68533,68,PÁRAMO
68547,68,PIEDECUESTA
68549,68,PINCHOTE
68572,68,PUENTE NACIONAL
68573,68,PUERTO PARRA
68575,68,PUERTO WILCHES
68615,68,RIONEGRO
68655,68,SABANA DE TORRES
68669,68,SAN ANDRÉS
68673,68,SAN BENITO
68679,68,SAN GIL
68682,68,SAN JOAQUÍN
68684,68,SAN JOSÉ DE MIRANDA
68686,68,SAN MIGUEL
68689,68,SAN VICENTE DE CHUCURÍ
68705,68,SANTA BÁRBARA
68720,68,SANTA HELENA DEL OPÓN
68745,68,SIMACOTA
68755,68,SOCORRO
68770,68,SUAITA
68773,68,SUCRE
68780,68,SURATÁ
68820,68,TONA
68855,68,VALLE DE SAN JOSÉ
68861,68,VÉLEZ
68867,68,VETAS
68872,68,VILLANUEVA
68895,68,ZAPATOCA
70110,70,BUENAVISTA
70124,70,CAIMITO
70230,70,CHALÁN
70204,70,COLOSO
70215,70,COROZAL
70221,70,COVEÑAS
70233,70,EL ROBLE
70235,70,GALERAS
70265,70,GUARANDA
70400,70,LA UNIÓN
70418,70,LOS PALMITOS
70429,70,MAJAGUAL
70473,70,MORROA
70508,70,OVEJAS
70523,70,PALMITO
70670,70,SAMPUÉS
70678,70,SAN BENITO ABAD
70702,70,SAN JUAN DE BETULIA
70742,70,SAN LUIS DE SINCÉ
70708,70,SAN MARCOS
70713,70,SAN ONOFRE
70717,70,SAN PEDRO
70820,70,SANTIAGO DE TOLÚ
70001,70,SINCELEJO
